national_number,gen,english_name,primary_type,secondary_type,description,image_link
572,V,Minccino,normal,,The way it brushes away grime with its tail can be helpful when cleaning. But its focus on spotlessness can make cleaning more of a hassle.,static/Pokemon/minccino.png
573,V,Cinccino,normal,,Its body secretes oil that this Pokémon spreads over its nest as a coating to protect it from dust. Cinccino won’t tolerate even a speck of the stuff.,static/Pokemon/cinccino.png
574,V,Gothita,psychic,,"Though they’re still only babies, there’s psychic power stored in their ribbonlike feelers, and sometimes they use that power to fight.",static/Pokemon/gothita.png
575,V,Gothorita,psychic,,"It’s said that when stars shine in the night sky, this Pokémon will spirit away sleeping children. Some call it the Witch of Punishment.",static/Pokemon/gothorita.png
576,V,Gothitelle,psychic,,"It has tremendous psychic power, but it dislikes conflict. It’s also able to predict the future based on the movement of the stars.",static/Pokemon/gothitelle.png
577,V,Solosis,psychic,,"It communicates with others telepathically. Its body is encapsulated in liquid, but if it takes a heavy blow, the liquid will leak out.",static/Pokemon/solosis.png
578,V,Duosion,psychic,,Its psychic power can supposedly cover a range of more than half a mile—but only if its two brains can agree with each other.,static/Pokemon/duosion.png
579,V,Reuniclus,psychic,,"While it could use its psychic abilities in battle, this Pokémon prefers to swing its powerful arms around to beat opponents into submission.",static/Pokemon/reuniclus.png
580,V,Ducklett,water,flying,"When attacked, it uses its feathers to splash water, escaping under cover of the spray.",static/Pokemon/ducklett.png
581,V,Swanna,water,flying,"Despite their elegant appearance, they can flap their wings strongly and fly for thousands of miles.",static/Pokemon/swanna.png
582,V,Vanillite,ice,,"Unable to survive in hot areas, it makes itself comfortable by breathing out air cold enough to cause snow. It burrows into the snow to sleep.",static/Pokemon/vanillite.png
583,V,Vanillish,ice,,"By drinking pure water, it grows its icy body. This Pokémon can be hard to find on days with warm, sunny weather.",static/Pokemon/vanillish.png
584,V,Vanilluxe,ice,,"When its anger reaches a breaking point, this Pokémon unleashes a fierce blizzard that freezes every creature around it, be they friend or foe.",static/Pokemon/vanilluxe.png
585,V,Deerling,normal,grass,Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.,static/Pokemon/deerling.png
586,V,Sawsbuck,normal,grass,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.,static/Pokemon/sawsbuck.png
587,V,Emolga,electric,flying,"As Emolga flutters through the air, it crackles with electricity. This Pokémon is cute, but it can cause a lot of trouble.",static/Pokemon/emolga.png
588,V,Karrablast,bug,,Its strange physiology reacts to electrical energy in interesting ways. The presence of a Shelmet will cause this Pokémon to evolve.,static/Pokemon/karrablast.png
589,V,Escavalier,bug,steel,They use shells they’ve stolen from Shelmet to arm and protect themselves. They’re very popular Pokémon in the Galar region.,static/Pokemon/escavalier.png
590,V,Foongus,grass,poison,No one knows what the Poké Ball–like pattern on Foongus means or why Foongus has it.,static/Pokemon/foongus.png
591,V,Amoonguss,grass,poison,"This Pokémon puffs poisonous spores at its foes. If the spores aren’t washed off quickly, they’ll grow into mushrooms wherever they land.",static/Pokemon/amoonguss.png
592,V,Frillish,water,ghost,"It envelops its prey in its veillike arms and draws it down to the deeps, five miles below the ocean’s surface.",static/Pokemon/frillish.png
593,V,Jellicent,water,ghost,Most of this Pokémon’s body composition is identical to sea water. It makes sunken ships its lair.,static/Pokemon/jellicent.png
594,V,Alomomola,water,,"Fishermen take them along on long voyages, because if you have an Alomomola with you, there’ll be no need for a doctor or medicine.",static/Pokemon/alomomola.png
595,V,Joltik,bug,electric,Joltik can be found clinging to other Pokémon. It’s soaking up static electricity because it can’t produce a charge on its own.,static/Pokemon/joltik.png
596,V,Galvantula,bug,electric,It launches electrified fur from its abdomen as its means of attack. Opponents hit by the fur could be in for three full days and nights of paralysis.,static/Pokemon/galvantula.png
597,V,Ferroseed,grass,steel,"It defends itself by launching spikes, but its aim isn’t very good at first. Only after a lot of practice will it improve.",static/Pokemon/ferroseed.png
598,V,Ferrothorn,grass,steel,"This Pokémon scrapes its spikes across rocks, and then uses the tips of its feelers to absorb the nutrients it finds within the stone.",static/Pokemon/ferrothorn.png
599,V,Klink,steel,,The two minigears that compose this Pokémon are closer than twins. They mesh well only with each other.,static/Pokemon/klink.png
600,V,Klang,steel,,"When Klang goes all out, the minigear links up perfectly with the outer part of the big gear, and this Pokémon’s rotation speed increases sharply.",static/Pokemon/klang.png
601,V,Klinklang,steel,,"From its spikes, it launches powerful blasts of electricity. Its red core contains an enormous amount of energy.",static/Pokemon/klinklang.png
602,V,Tynamo,electric,,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.",static/Pokemon/tynamo.png
603,V,Eelektrik,electric,,It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps.,static/Pokemon/eelektrik.png
604,V,Eelektross,electric,,"With their sucker mouths, they suck in prey. Then they use their fangs to shock the prey with electricity.",static/Pokemon/eelektross.png
605,V,Elgyem,psychic,,"If this Pokémon stands near a TV, strange scenery will appear on the screen. That scenery is said to be from its home.",static/Pokemon/elgyem.png
606,V,Beheeyem,psychic,,"Whenever a Beheeyem visits a farm, a Dubwool mysteriously disappears.",static/Pokemon/beheeyem.png
607,V,Litwick,ghost,fire,The flame on its head keeps its body slightly warm. This Pokémon takes lost children by the hand to guide them to the spirit world.,static/Pokemon/litwick.png
608,V,Lampent,ghost,fire,"This Pokémon appears just before someone passes away, so it’s feared as an emissary of death.",static/Pokemon/lampent.png
609,V,Chandelure,ghost,fire,This Pokémon haunts dilapidated mansions. It sways its arms to hypnotize opponents with the ominous dancing of its flames.,static/Pokemon/chandelure.png
610,V,Axew,dragon,,These Pokémon nest in the ground and use their tusks to crush hard berries. Crushing berries is also how they test each other’s strength.,static/Pokemon/axew.png
611,V,Fraxure,dragon,,"After battle, this Pokémon carefully sharpens its tusks on river rocks. It needs to take care of its tusks—if one breaks, it will never grow back.",static/Pokemon/fraxure.png
612,V,Haxorus,dragon,,Its resilient tusks are its pride and joy. It licks up dirt to take in the minerals it needs to keep its tusks in top condition.,static/Pokemon/haxorus.png
613,V,Cubchoo,ice,,"When this Pokémon is in good health, its snot becomes thicker and stickier. It will smear its snot on anyone it doesn’t like.",static/Pokemon/cubchoo.png
614,V,Beartic,ice,,"It swims through frigid seas, searching for prey. From its frozen breath, it forms icy fangs that are harder than steel.",static/Pokemon/beartic.png
615,V,Cryogonal,ice,,"With its icy chains, Cryogonal freezes those it encounters. It then takes its victims away to somewhere unknown.",static/Pokemon/cryogonal.png
616,V,Shelmet,bug,,"When attacked, it tightly shuts the lid of its shell. This reaction fails to protect it from Karrablast, however, because they can still get into the shell.",static/Pokemon/shelmet.png
617,V,Accelgor,bug,,It moves with blinding speed and lobs poison at foes. Featuring Accelgor as a main character is a surefire way to make a movie or comic popular.,static/Pokemon/accelgor.png
618,V,Stunfisk,ground,electric,"Thanks to bacteria that lived in the mud flats with it, this Pokémon developed the organs it uses to generate electricity.",static/Pokemon/stunfisk.png
619,V,Mienfoo,fighting,,"In one minute, a well-trained Mienfoo can chop with its arms more than 100 times.",static/Pokemon/mienfoo.png
620,V,Mienshao,fighting,,"When Mienshao comes across a truly challenging opponent, it will lighten itself by biting off the fur on its arms.",static/Pokemon/mienshao.png
621,V,Druddigon,dragon,,"Druddigon lives in caves, but it never skips sunbathing—it won’t be able to move if its body gets too cold.",static/Pokemon/druddigon.png
622,V,Golett,ground,ghost,"They were sculpted from clay in ancient times. No one knows why, but some of them are driven to continually line up boulders.",static/Pokemon/golett.png
623,V,Golurk,ground,ghost,Artillery platforms built into the walls of ancient castles served as perches from which Golurk could fire energy beams.,static/Pokemon/golurk.png
624,V,Pawniard,dark,steel,It uses river stones to maintain the cutting edges of the blades covering its body. These sharpened blades allow it to bring down opponents.,static/Pokemon/pawniard.png
625,V,Bisharp,dark,steel,"It’s accompanied by a large retinue of Pawniard. Bisharp keeps a keen eye on its minions, ensuring none of them even think of double-crossing it.",static/Pokemon/bisharp.png
626,V,Bouffalant,normal,,These Pokémon can crush a car with no more than a headbutt. Bouffalant with more hair on their heads hold higher positions within the herd.,static/Pokemon/bouffalant.png
627,V,Rufflet,normal,flying,"If it spies a strong Pokémon, Rufflet can’t resist challenging it to a battle. But if Rufflet loses, it starts bawling.",static/Pokemon/rufflet.png
628,V,Braviary,normal,flying,"Known for its bravery and pride, this majestic Pokémon is often seen as a motif for various kinds of emblems.",static/Pokemon/braviary.png
629,V,Vullaby,dark,flying,It wears a bone to protect its rear. It often squabbles with others of its kind over particularly comfy bones.,static/Pokemon/vullaby.png
630,V,Mandibuzz,dark,flying,"Although it’s a bit of a ruffian, this Pokémon will take lost Vullaby under its wing and care for them till they’re ready to leave the nest.",static/Pokemon/mandibuzz.png
631,V,Heatmor,fire,,"There’s a hole in its tail that allows it to draw in the air it needs to keep its fire burning. If the hole gets blocked, this Pokémon will fall ill.",static/Pokemon/heatmor.png
632,V,Durant,bug,steel,"They lay their eggs deep inside their nests. When attacked by Heatmor, they retaliate using their massive mandibles.",static/Pokemon/durant.png
633,V,Deino,dark,dragon,"When it encounters something, its first urge is usually to bite it. If it likes what it tastes, it will commit the associated scent to memory.",static/Pokemon/deino.png
634,V,Zweilous,dark,dragon,"While hunting for prey, Zweilous wanders its territory, its two heads often bickering over which way to go.",static/Pokemon/zweilous.png
635,V,Hydreigon,dark,dragon,There are a slew of stories about villages that were destroyed by Hydreigon. It bites anything that moves.,static/Pokemon/hydreigon.png
636,V,Larvesta,bug,fire,The people of ancient times believed that Larvesta fell from the sun.,static/Pokemon/larvesta.png
637,V,Volcarona,bug,fire,Volcarona scatters burning scales. Some say it does this to start fires. Others say it’s trying to rescue those that suffer in the cold.,static/Pokemon/volcarona.png
638,V,Cobalion,steel,fighting,"This Pokémon appears in a legend alongside Terrakion and Virizion, fighting against humans in defense of the Unova region’s Pokémon.",static/Pokemon/cobalion.png
639,V,Terrakion,rock,fighting,It has phenomenal power. It will mercilessly crush anyone or anything that bullies small Pokémon.,static/Pokemon/terrakion.png
640,V,Virizion,grass,fighting,A legend tells of this Pokémon working together with Cobalion and Terrakion to protect the Pokémon of the Unova region.,static/Pokemon/virizion.png
641,V,Tornadus,flying,,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,static/Pokemon/tornadus.png
642,V,Thundurus,electric,flying,The spikes on its tail discharge immense bolts of lightning. It flies around the Unova region firing off lightning bolts.,static/Pokemon/thundurus.png
643,V,Reshiram,dragon,fire,This legendary Pokémon can scorch the world with fire. It helps those who want to build a world of truth.,static/Pokemon/reshiram.png
644,V,Zekrom,dragon,electric,This legendary Pokémon can scorch the world with lightning. It assists those who want to build an ideal world.,static/Pokemon/zekrom.png
645,V,Landorus,ground,flying,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,static/Pokemon/landorus.png
646,V,Kyurem,dragon,ice,This legendary ice Pokémon waits for a hero to fill in the missing parts of its body with truth or ideals.,static/Pokemon/kyurem.png
647,V,Keldeo,water,fighting,"It crosses the world, running over the surfaces of oceans and rivers. It appears at scenic waterfronts.",static/Pokemon/keldeo.png
648,V,Meloetta,normal,psychic,The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad.,static/Pokemon/meloetta.png
649,V,Genesect,bug,steel,This ancient bug Pokémon was altered by Team Plasma. They upgraded the cannon on its back.,static/Pokemon/genesect.png
650,VI,Chespin,grass,,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",static/Pokemon/chespin.png
651,VI,Quilladin,grass,,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,static/Pokemon/quilladin.png
652,VI,Chesnaught,grass,fighting,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,static/Pokemon/chesnaught.png
653,VI,Fennekin,fire,,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",static/Pokemon/fennekin.png
654,VI,Braixen,fire,,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.",static/Pokemon/braixen.png
655,VI,Delphox,fire,psychic,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",static/Pokemon/delphox.png
656,VI,Froakie,water,,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,static/Pokemon/froakie.png
657,VI,Frogadier,water,,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.",static/Pokemon/frogadier.png
658,VI,Greninja,water,dark,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.",static/Pokemon/greninja.png
659,VI,Bunnelby,normal,,"It excels at digging holes. Using its ears, it can dig a nest 33 feet deep in one night.",static/Pokemon/bunnelby.png
660,VI,Diggersby,normal,ground,"With power equal to an excavator, it can dig through dense bedrock. It’s a huge help during tunnel construction.",static/Pokemon/diggersby.png
661,VI,Fletchling,normal,flying,Its melodious cries are actually warnings. Fletchling will mercilessly peck at anything that enters its territory.,static/Pokemon/fletchling.png
662,VI,Fletchinder,fire,flying,"Fletchinder launches embers into the den of its prey. When the prey comes leaping out, Fletchinder’s sharp talons finish it off.",static/Pokemon/fletchinder.png
663,VI,Talonflame,fire,flying,"Talonflame mainly preys upon other bird Pokémon. To intimidate opponents, it sends embers spewing from gaps between its feathers.",static/Pokemon/talonflame.png
664,VI,Scatterbug,bug,,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.",static/Pokemon/scatterbug.png
665,VI,Spewpa,bug,,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.",static/Pokemon/spewpa.png
666,VI,Vivillon,bug,flying,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.,static/Pokemon/vivillon.png
667,VI,Litleo,fire,normal,"When they’re young, they live with a pride. Once they’re able to hunt prey on their own, they’re kicked out and have to make their own way.",static/Pokemon/litleo.png
668,VI,Pyroar,fire,normal,"The males are usually lazy, but when attacked by a strong foe, a male will protect its friends with no regard for its own safety.",static/Pokemon/pyroar.png
669,VI,Flabébé,fairy,,"It’s not safe without the power of a flower, but it will keep traveling around until it finds one with the color and shape it wants.",static/Pokemon/flabébé.png
670,VI,Floette,fairy,,"It raises flowers and uses them as weapons. The more gorgeous the blossom, the more power it contains.",static/Pokemon/floette.png
671,VI,Florges,fairy,,It controls the flowers it grows. The petal blizzards that Florges triggers are overwhelming in their beauty and power.,static/Pokemon/florges.png
672,VI,Skiddo,grass,,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.",static/Pokemon/skiddo.png
673,VI,Gogoat,grass,,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.,static/Pokemon/gogoat.png
674,VI,Pancham,fighting,,It chooses a Pangoro as its master and then imitates its master’s actions. This is how it learns to battle and hunt for prey.,static/Pokemon/pancham.png
675,VI,Pangoro,fighting,dark,"This Pokémon is quick to anger, and it has no problem using its prodigious strength to get its way. It lives for duels against Obstagoon.",static/Pokemon/pangoro.png
676,VI,Furfrou,normal,,There was an era when aristocrats would compete to see who could trim their Furfrou’s fur into the most exquisite style.,static/Pokemon/furfrou.png
677,VI,Espurr,psychic,,"Though Espurr’s expression never changes, behind that blank stare is an intense struggle to contain its devastating psychic power.",static/Pokemon/espurr.png
678,VI,Meowstic,psychic,,"Revealing the eyelike patterns on the insides of its ears will unleash its psychic powers. It normally keeps the patterns hidden, however.",static/Pokemon/meowstic.png
679,VI,Honedge,steel,ghost,Honedge’s soul once belonged to a person who was killed a long time ago by the sword that makes up Honedge’s body.,static/Pokemon/honedge.png
680,VI,Doublade,steel,ghost,Honedge evolves into twins. The two blades rub together to emit a metallic sound that unnerves opponents.,static/Pokemon/doublade.png
681,VI,Aegislash,steel,ghost,"In this defensive stance, Aegislash uses its steel body and a force field of spectral power to reduce the damage of any attack.",static/Pokemon/aegislash.png
682,VI,Spritzee,fairy,,A scent pouch within this Pokémon’s body allows it to create various scents. A change in its diet will alter the fragrance it produces.,static/Pokemon/spritzee.png
683,VI,Aromatisse,fairy,,The scent that constantly emits from its fur is so powerful that this Pokémon’s companions will eventually lose their sense of smell.,static/Pokemon/aromatisse.png
684,VI,Swirlix,fairy,,"It eats its own weight in sugar every day. If it doesn’t get enough sugar, it becomes incredibly grumpy.",static/Pokemon/swirlix.png
685,VI,Slurpuff,fairy,,"By taking in a person’s scent, it can sniff out their mental and physical condition. It’s hoped that this skill will have many medical applications.",static/Pokemon/slurpuff.png
686,VI,Inkay,dark,psychic,It spins while making its luminescent spots flash. These spots allow it to communicate with others by using different patterns of light.,static/Pokemon/inkay.png
687,VI,Malamar,dark,psychic,"Gazing at its luminescent spots will quickly induce a hypnotic state, putting the observer under Malamar’s control.",static/Pokemon/malamar.png
688,VI,Binacle,rock,water,"After two Binacle find a suitably sized rock, they adhere themselves to it and live together. They cooperate to gather food during high tide.",static/Pokemon/binacle.png
689,VI,Barbaracle,rock,water,Seven Binacle come together to form one Barbaracle. The Binacle that serves as the head gives orders to those serving as the limbs.,static/Pokemon/barbaracle.png
690,VI,Skrelp,poison,water,"It drifts in the ocean, blending in with floating seaweed. When other Pokémon come to feast on the seaweed, Skrelp feasts on them instead.",static/Pokemon/skrelp.png
691,VI,Dragalge,poison,dragon,Dragalge uses a poisonous liquid capable of corroding metal to send tankers that enter its territory to the bottom of the sea.,static/Pokemon/dragalge.png
692,VI,Clauncher,water,,"Clauncher’s claws can fall off during battle, but they’ll regenerate. The meat inside the claws is popular as a delicacy in Galar.",static/Pokemon/clauncher.png
693,VI,Clawitzer,water,,"After using the feelers on its oversized claw to detect the location of prey, Clawitzer launches a cannonball of water at its target.",static/Pokemon/clawitzer.png
694,VI,Helioptile,electric,normal,"When spread, the frills on its head act like solar panels, generating the power behind this Pokémon’s electric moves.",static/Pokemon/helioptile.png
695,VI,Heliolisk,electric,normal,"A now-vanished desert culture treasured these Pokémon. Appropriately, when Heliolisk came to the Galar region, treasure came with them.",static/Pokemon/heliolisk.png
696,VI,Tyrunt,rock,dragon,"This is an ancient Pokémon, revived in modern times. It has a violent disposition, and it’ll tear apart anything it gets between its hefty jaws.",static/Pokemon/tyrunt.png
697,VI,Tyrantrum,rock,dragon,"This Pokémon is from about 100,000,000 years ago. It has the presence of a king, vicious but magnificent.",static/Pokemon/tyrantrum.png
698,VI,Amaura,rock,ice,"This Pokémon was successfully restored from a fossil. In the past, it lived with others of its kind in cold lands where there were fewer predators.",static/Pokemon/amaura.png
699,VI,Aurorus,rock,ice,"Aurorus was restored from a fossil. It’s said that when this Pokémon howls, auroras appear in the night sky.",static/Pokemon/aurorus.png
700,VI,Sylveon,fairy,,"By releasing enmity-erasing waves from its ribbonlike feelers, Sylveon stops any conflict.",static/Pokemon/sylveon.png
701,VI,Hawlucha,fighting,flying,"It drives its opponents to exhaustion with its agile maneuvers, then ends the fight with a flashy finishing move.",static/Pokemon/hawlucha.png
702,VI,Dedenne,electric,fairy,A Dedenne’s whiskers pick up electrical waves other Dedenne send out. These Pokémon share locations of food or electricity with one another.,static/Pokemon/dedenne.png
703,VI,Carbink,rock,fairy,"When beset by attackers, Carbink wipes them all out by firing high-energy beams from the gems embedded in its body.",static/Pokemon/carbink.png
704,VI,Goomy,dragon,,"Because most of its body is water, it will dry up if the weather becomes too arid. It’s considered the weakest dragon Pokémon.",static/Pokemon/goomy.png
705,VI,Sliggoo,dragon,,"Although this Pokémon isn’t very strong, its body is coated in a caustic slime that can melt through anything, so predators steer clear of it.",static/Pokemon/sliggoo.png
706,VI,Goodra,dragon,,"Sometimes it misunderstands instructions and appears dazed or bewildered. Many Trainers don’t mind, finding this behavior to be adorable.",static/Pokemon/goodra.png
707,VI,Klefki,steel,fairy,"This Pokémon is constantly collecting keys. Entrust a Klefki with important keys, and the Pokémon will protect them no matter what.",static/Pokemon/klefki.png
708,VI,Phantump,ghost,grass,"After a lost child perished in the forest, their spirit possessed a tree stump, causing the spirit’s rebirth as this Pokémon.",static/Pokemon/phantump.png
709,VI,Trevenant,ghost,grass,"People fear it due to a belief that it devours any who try to cut down trees in its forest, but to the Pokémon it shares its woods with, it’s kind.",static/Pokemon/trevenant.png
710,VI,Pumpkaboo,ghost,grass,Spirits that wander this world are placed into Pumpkaboo’s body. They’re then moved on to the afterlife.,static/Pokemon/pumpkaboo.png
711,VI,Gourgeist,ghost,grass,Eerie cries emanate from its body in the dead of night. The sounds are said to be the wails of spirits who are suffering in the afterlife.,static/Pokemon/gourgeist.png
712,VI,Bergmite,ice,,"They chill the air around them to −150 degrees Fahrenheit, freezing the water in the air into ice that they use as armor.",static/Pokemon/bergmite.png
713,VI,Avalugg,ice,,"At high latitudes, this Pokémon can be found with clusters of Bergmite on its back as it swims among the icebergs.",static/Pokemon/avalugg.png
714,VI,Noibat,flying,dragon,"After nightfall, they emerge from the caves they nest in during the day. Using their ultrasonic waves, they go on the hunt for ripened fruit.",static/Pokemon/noibat.png
715,VI,Noivern,flying,dragon,"Aggressive and cruel, this Pokémon will ruthlessly torment enemies that are helpless in the dark.",static/Pokemon/noivern.png
716,VI,Xerneas,fairy,,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.,static/Pokemon/xerneas.png
717,VI,Yveltal,dark,flying,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.",static/Pokemon/yveltal.png
718,VI,Zygarde,dragon,ground,This is Zygarde’s form when about half of its pieces have been assembled. It plays the role of monitoring the ecosystem.,static/Pokemon/zygarde.png
719,VI,Diancie,rock,fairy,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",static/Pokemon/diancie.png
720,VI,Hoopa,psychic,ghost,"In its true form, it possesses a huge amount of power. Legends of its avarice tell how it once carried off an entire castle to gain the treasure hidden within.",static/Pokemon/hoopa.png
721,VI,Volcanion,fire,water,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.,static/Pokemon/volcanion.png
722,VII,Rowlet,grass,flying,"It sends its feathers, which are as sharp as blades, flying in attack. Its legs are strong, so its kicks are also formidable.",static/Pokemon/rowlet.png
723,VII,Dartrix,grass,flying,"This narcissistic Pokémon is a clean freak. If you don’t groom it diligently, it will stop listening to you.",static/Pokemon/dartrix.png
724,VII,Decidueye,grass,ghost,"It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus.",static/Pokemon/decidueye.png
725,VII,Litten,fire,,"If you try too hard to get close to it, it won’t open up to you. Even if you do grow close, giving it too much affection is still a no-no.",static/Pokemon/litten.png
726,VII,Torracat,fire,,"It can act spoiled if it grows close to its Trainer. A powerful Pokémon, its sharp claws can leave its Trainer’s whole body covered in scratches.",static/Pokemon/torracat.png
727,VII,Incineroar,fire,dark,"Although it’s rough mannered and egotistical, it finds beating down unworthy opponents boring. It gets motivated for stronger opponents.",static/Pokemon/incineroar.png
728,VII,Popplio,water,,The balloons it inflates with its nose grow larger and larger as it practices day by day.,static/Pokemon/popplio.png
729,VII,Brionne,water,,It gets excited when it sees a dance it doesn’t know. This hard worker practices diligently until it can learn that dance.,static/Pokemon/brionne.png
730,VII,Primarina,water,fairy,"To Primarina, every battle is a stage. It takes down its prey with beautiful singing and dancing.",static/Pokemon/primarina.png
731,VII,Pikipek,normal,flying,It pecks at trees with its hard beak. You can get some idea of its mood or condition from the rhythm of its pecking.,static/Pokemon/pikipek.png
732,VII,Trumbeak,normal,flying,It can bend the tip of its beak to produce over a hundred different cries at will.,static/Pokemon/trumbeak.png
733,VII,Toucannon,normal,flying,They smack beaks with others of their kind to communicate. The strength and number of hits tell each other how they feel.,static/Pokemon/toucannon.png
734,VII,Yungoos,normal,,"Its stomach takes up most of its long torso. It’s a big eater, so the amount Trainers have to spend on its food is no laughing matter.",static/Pokemon/yungoos.png
735,VII,Gumshoos,normal,,"Although it wasn’t originally found in Alola, this Pokémon was brought over a long time ago when there was a huge Rattata outbreak.",static/Pokemon/gumshoos.png
736,VII,Grubbin,bug,,"Its natural enemies, like Rookidee, may flee rather than risk getting caught in its large mandibles that can snap thick tree branches.",static/Pokemon/grubbin.png
737,VII,Charjabug,bug,electric,"While its durable shell protects it from attacks, Charjabug strikes at enemies with jolts of electricity discharged from the tips of its jaws.",static/Pokemon/charjabug.png
738,VII,Vikavolt,bug,electric,"It builds up electricity in its abdomen, focuses it through its jaws, and then fires the electricity off in concentrated beams.",static/Pokemon/vikavolt.png
739,VII,Crabrawler,fighting,,Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.,static/Pokemon/crabrawler.png
740,VII,Crabominable,fighting,ice,It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!,static/Pokemon/crabominable.png
741,VII,Oricorio,fire,flying,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.,static/Pokemon/oricorio.png
742,VII,Cutiefly,bug,fairy,"Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur’s pollen.",static/Pokemon/cutiefly.png
743,VII,Ribombee,bug,fairy,It makes pollen puffs from pollen and nectar. The puffs’ effects depend on the type of ingredients and how much of each one is used.,static/Pokemon/ribombee.png
744,VII,Rockruff,rock,,"This Pokémon can bond very strongly with its Trainer, but it also has a habit of biting. Raising a Rockruff for a long time can be challenging.",static/Pokemon/rockruff.png
745,VII,Lycanroc,rock,,This Lycanroc is calm and cautious. The rocks jutting from its mane are razor sharp.,static/Pokemon/lycanroc.png
746,VII,Wishiwashi,water,,"Individually, they’re incredibly weak. It’s by gathering up into schools that they’re able to confront opponents.",static/Pokemon/wishiwashi.png
747,VII,Mareanie,poison,water,The first symptom of its sting is numbness. The next is an itching sensation so intense that it’s impossible to resist the urge to claw at your skin.,static/Pokemon/mareanie.png
748,VII,Toxapex,poison,water,"To survive in the cold waters of Galar, this Pokémon forms a dome with its legs, enclosing its body so it can capture its own body heat.",static/Pokemon/toxapex.png
749,VII,Mudbray,ground,,Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It’s skilled at making use of mud.,static/Pokemon/mudbray.png
750,VII,Mudsdale,ground,,Mud that hardens around a Mudsdale’s legs sets harder than stone. It’s so hard that it allows this Pokémon to scrap a truck with a single kick.,static/Pokemon/mudsdale.png
751,VII,Dewpider,water,bug,It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.,static/Pokemon/dewpider.png
752,VII,Araquanid,water,bug,"It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal.",static/Pokemon/araquanid.png
753,VII,Fomantis,grass,,"When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it.",static/Pokemon/fomantis.png
754,VII,Lurantis,grass,,"This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors.",static/Pokemon/lurantis.png
755,VII,Morelull,grass,fairy,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.,static/Pokemon/morelull.png
756,VII,Shiinotic,grass,fairy,"Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips.",static/Pokemon/shiinotic.png
757,VII,Salandit,poison,fire,Its venom sacs produce a fluid that this Pokémon then heats up with the flame in its tail. This process creates Salandit’s poisonous gas.,static/Pokemon/salandit.png
758,VII,Salazzle,poison,fire,Only female Salazzle exist. They emit a gas laden with pheromones to captivate male Salandit.,static/Pokemon/salazzle.png
759,VII,Stufful,normal,fighting,"Its fluffy fur is a delight to pet, but carelessly reaching out to touch this Pokémon could result in painful retaliation.",static/Pokemon/stufful.png
760,VII,Bewear,normal,fighting,"Once it accepts you as a friend, it tries to show its affection with a hug. Letting it do that is dangerous—it could easily shatter your bones.",static/Pokemon/bewear.png
